function_name,timestamp,duration_seconds,pid,arguments,return_value
"__hipPopCallConfiguration","12:29:49.222132","0.000887","2368222","0x7f8fa29e1a90, 0x7f8fa29e1ad8, 0x7f8fa29e1ad0, 0x7f8fa29e1ac8","0"
"hipLaunchKernel","12:29:49.223069","0.000927","2368222","0x7fcfbb7d9280, 0x13600000136, 1, 0x2000000020","0"
"__hipPushCallConfiguration","12:29:49.224052","0.000908","2368222","0x13600000136, 1, 0x2000000020, 1","0"
"__hipPopCallConfiguration","12:29:49.225010","0.000894","2368222","0x7f8fa29e1a90, 0x7f8fa29e1ad8, 0x7f8fa29e1ad0, 0x7f8fa29e1ac8","0"
"hipLaunchKernel","12:29:49.225954","0.029474","2368222","0x7fcfbb7d9280, 0x13600000136, 1, 0x2000000020","0"
"__hipPushCallConfiguration","12:29:49.255554","0.001100","2368222","0x13600000136, 1, 0x2000000020, 1","0"
"__hipPopCallConfiguration","12:29:49.256759","0.005813","2368222","0x7f8fa29e1a90, 0x7f8fa29e1ad8, 0x7f8fa29e1ad0, 0x7f8fa29e1ac8","0"
"hipLaunchKernel","12:29:49.262652","0.001046","2368222","0x7fcfbb7d9280, 0x13600000136, 1, 0x2000000020","0"
"__hipPushCallConfiguration","12:29:49.263876","0.001136","2368222","0x13600000136, 1, 0x2000000020, 1","0"
"__hipPopCallConfiguration","12:29:49.265079","0.001127","2368222","0x7f8fa29e1a90, 0x7f8fa29e1ad8, 0x7f8fa29e1ad0, 0x7f8fa29e1ac8","0"
"hipLaunchKernel","12:29:49.266267","0.001111","2368222","0x7fcfbb7d9280, 0x13600000136, 1, 0x2000000020","0"
"__hipPushCallConfiguration","12:29:49.267437","0.001134","2368222","0x13600000136, 1, 0x2000000020, 1","0"
"__hipPopCallConfiguration","12:29:49.268637","0.011800","2368222","0x7f8fa29e1a90, 0x7f8fa29e1ad8, 0x7f8fa29e1ad0, 0x7f8fa29e1ac8","0"
"hipLaunchKernel","12:29:49.280545","0.008705","2368222","0x7fcfbb7d9280, 0x13600000136, 1, 0x2000000020","0"
"__hipPushCallConfiguration","12:29:49.289328","0.000983","2368222","0x13600000136, 1, 0x2000000020, 1","0"
"__hipPopCallConfiguration","12:29:49.290367","0.001017","2368222","0x7f8fa29e1a90, 0x7f8fa29e1ad8, 0x7f8fa29e1ad0, 0x7f8fa29e1ac8","0"
"hipLaunchKernel","12:29:49.291486","0.001207","2368222","0x7fcfbb7d9280, 0x13600000136, 1, 0x2000000020","0"
"__hipPushCallConfiguration","12:29:49.292759","0.001180","2368222","0x13600000136, 1, 0x2000000020, 1","0"
"__hipPopCallConfiguration","12:29:49.305042","0.001735","2368223","0x7f8fa21e0a90, 0x7f8fa21e0ad8, 0x7f8fa21e0ad0, 0x7f8fa21e0ac8","0"
"__hipPopCallConfiguration","12:29:49.372359","0.000987","2368223","0x7f8fa21e0a90, 0x7f8fa21e0ad8, 0x7f8fa21e0ad0, 0x7f8fa21e0ac8","0"
"hipLaunchKernel","12:29:49.373414","0.000918","2368223","0x7fcfbb7d9280, 0x13600000136, 1, 0x2000000020","0"
"__hipPushCallConfiguration","12:29:49.415503","0.029484","2368222","0x13600000136, 1, 0x2000000020, 1","0"
"hipLaunchKernel","12:29:49.493376","0.001141","2368223","0x7fcfbb7d9280, 0x13600000136, 1, 0x2000000020","0"
"__hipPushCallConfiguration","12:29:49.495734","0.001091","2368223","0x13600000136, 1, 0x2000000020, 1","0"
"__hipPopCallConfiguration","12:29:49.497049","0.001098","2368223","0x7f8fa21e0a90, 0x7f8fa21e0ad8, 0x7f8fa21e0ad0, 0x7f8fa21e0ac8","0"
"__hipPushCallConfiguration","12:29:49.500411","0.001096","2368223","0x13600000136, 1, 0x2000000020, 1","0"
"__hipPopCallConfiguration","12:29:49.501569","0.001101","2368223","0x7f8fa21e0a90, 0x7f8fa21e0ad8, 0x7f8fa21e0ad0, 0x7f8fa21e0ac8","0"
"hipLaunchKernel","12:29:49.502731","0.001112","2368223","0x7fcfbb7d9280, 0x13600000136, 1, 0x2000000020","0"
"__hipPushCallConfiguration","12:29:49.503903","0.001151","2368223","0x13600000136, 1, 0x2000000020, 1","0"
"__hipPopCallConfiguration","12:29:49.505117","0.001057","2368223","0x7f8fa21e0a90, 0x7f8fa21e0ad8, 0x7f8fa21e0ad0, 0x7f8fa21e0ac8","0"
"hipLaunchKernel","12:29:49.506224","0.000903","2368223","0x7fcfbb7d9280, 0x13600000136, 1, 0x2000000020","0"
"__hipPushCallConfiguration","12:29:49.507181","0.000938","2368223","0x13600000136, 1, 0x2000000020, 1","0"
"__hipPopCallConfiguration","12:29:49.508171","0.000992","2368223","0x7f8fa21e0a90, 0x7f8fa21e0ad8, 0x7f8fa21e0ad0, 0x7f8fa21e0ac8","0"
"hipLaunchKernel","12:29:49.509219","0.000927","2368223","0x7fcfbb7d9280, 0x13600000136, 1, 0x2000000020","0"
"__hipPushCallConfiguration","12:29:49.510202","0.000911","2368223","0x13600000136, 1, 0x2000000020, 1","0"
"__hipPopCallConfiguration","12:29:49.511166","0.000918","2368223","0x7f8fa21e0a90, 0x7f8fa21e0ad8, 0x7f8fa21e0ad0, 0x7f8fa21e0ac8","0"
"hipLaunchKernel","12:29:49.512136","0.000929","2368223","0x7fcfbb7d9280, 0x13600000136, 1, 0x2000000020","0"
"__hipPushCallConfiguration","12:29:49.513394","0.000976","2368223","0x13600000136, 1, 0x2000000020, 1","0"
"__hipPopCallConfiguration","12:29:49.514422","0.029311","2368223","0x7f8fa21e0a90, 0x7f8fa21e0ad8, 0x7f8fa21e0ad0, 0x7f8fa21e0ac8","0"
"hipLaunchKernel","12:29:49.543882","0.001474","2368223","0x7fcfbb7d9280, 0x13600000136, 1, 0x2000000020","0"
"__hipPushCallConfiguration","12:29:49.545497","0.001079","2368223","0x13600000136, 1, 0x2000000020, 1","0"
"__hipPopCallConfiguration","12:29:49.546633","0.000897","2368223","0x7f8fa21e0a90, 0x7f8fa21e0ad8, 0x7f8fa21e0ad0, 0x7f8fa21e0ac8","0"
"hipLaunchKernel","12:29:49.547582","0.000901","2368223","0x7fcfbb7d9280, 0x13600000136, 1, 0x2000000020","0"
"__hipPushCallConfiguration","12:29:49.548534","0.000929","2368223","0x13600000136, 1, 0x2000000020, 1","0"
"__hipPopCallConfiguration","12:29:49.549518","0.000888","2368223","0x7f8fa21e0a90, 0x7f8fa21e0ad8, 0x7f8fa21e0ad0, 0x7f8fa21e0ac8","0"
"hipLaunchKernel","12:29:49.550459","0.000899","2368223","0x7fcfbb7d9280, 0x13600000136, 1, 0x2000000020","0"
"__hipPushCallConfiguration","12:29:49.551408","0.000915","2368223","0x13600000136, 1, 0x2000000020, 1","0"
"__hipPopCallConfiguration","12:29:49.552374","0.000899","2368223","0x7f8fa21e0a90, 0x7f8fa21e0ad8, 0x7f8fa21e0ad0, 0x7f8fa21e0ac8","0"
"hipLaunchKernel","12:29:49.553324","0.000917","2368223","0x7fcfbb7d9280, 0x13600000136, 1, 0x2000000020","0"
"__hipPushCallConfiguration","12:29:49.554321","0.000918","2368223","0x13600000136, 1, 0x2000000020, 1","0"
"__hipPopCallConfiguration","12:29:49.555289","0.000900","2368223","0x7f8fa21e0a90, 0x7f8fa21e0ad8, 0x7f8fa21e0ad0, 0x7f8fa21e0ac8","0"
"hipLaunchKernel","12:29:49.556239","0.000926","2368223","0x7fcfbb7d9280, 0x13600000136, 1, 0x2000000020","0"
"__hipPushCallConfiguration","12:29:49.557218","0.000914","2368223","0x13600000136, 1, 0x2000000020, 1","0"
"__hipPopCallConfiguration","12:29:49.558203","0.000887","2368223","0x7f8fa21e0a90, 0x7f8fa21e0ad8, 0x7f8fa21e0ad0, 0x7f8fa21e0ac8","0"
"hipLaunchKernel","12:29:49.559141","0.000912","2368223","0x7fcfbb7d9280, 0x13600000136, 1, 0x2000000020","0"
"__hipPushCallConfiguration","12:29:49.560105","0.000929","2368223","0x13600000136, 1, 0x2000000020, 1","0"
"__hipPopCallConfiguration","12:29:49.561086","0.000920","2368223","0x7f8fa21e0a90, 0x7f8fa21e0ad8, 0x7f8fa21e0ad0, 0x7f8fa21e0ac8","0"
"hipLaunchKernel","12:29:49.562058","0.000930","2368223","0x7fcfbb7d9280, 0x13600000136, 1, 0x2000000020","0"
"__hipPushCallConfiguration","12:29:49.563041","0.001456","2368223","0x13600000136, 1, 0x2000000020, 1","0"
"__hipPopCallConfiguration","12:29:49.564547","0.000941","2368223","0x7f8fa21e0a90, 0x7f8fa21e0ad8, 0x7f8fa21e0ad0, 0x7f8fa21e0ac8","0"
"hipLaunchKernel","12:29:49.565542","0.000896","2368223","0x7fcfbb7d9280, 0x13600000136, 1, 0x2000000020","0"
"__hipPushCallConfiguration","12:29:49.566515","0.000892","2368223","0x13600000136, 1, 0x2000000020, 1","0"
"__hipPopCallConfiguration","12:29:49.567458","0.000892","2368223","0x7f8fa21e0a90, 0x7f8fa21e0ad8, 0x7f8fa21e0ad0, 0x7f8fa21e0ac8","0"
"hipLaunchKernel","12:29:49.568400","0.000910","2368223","0x7fcfbb7d9280, 0x13600000136, 1, 0x2000000020","0"
"__hipPushCallConfiguration","12:29:49.569388","0.000899","2368223","0x13600000136, 1, 0x2000000020, 1","0"
"__hipPopCallConfiguration","12:29:49.570336","0.000894","2368223","0x7f8fa21e0a90, 0x7f8fa21e0ad8, 0x7f8fa21e0ad0, 0x7f8fa21e0ac8","0"
"hipLaunchKernel","12:29:49.571283","0.000900","2368223","0x7fcfbb7d9280, 0x13600000136, 1, 0x2000000020","0"
"__hipPushCallConfiguration","12:29:49.572517","0.004992","2368223","0x13600000136, 1, 0x2000000020, 1","0"
"__hipPopCallConfiguration","12:29:49.577639","0.001169","2368223","0x7f8fa21e0a90, 0x7f8fa21e0ad8, 0x7f8fa21e0ad0, 0x7f8fa21e0ac8","0"
"hipLaunchKernel","12:29:49.578875","0.001140","2368223","0x7fcfbb7d9280, 0x13600000136, 1, 0x2000000020","0"
"__hipPushCallConfiguration","12:29:49.580081","0.001148","2368223","0x13600000136, 1, 0x2000000020, 1","0"
"__hipPopCallConfiguration","12:29:49.581296","0.001104","2368223","0x7f8fa21e0a90, 0x7f8fa21e0ad8, 0x7f8fa21e0ad0, 0x7f8fa21e0ac8","0"
"hipLaunchKernel","12:29:49.582462","0.001128","2368223","0x7fcfbb7d9280, 0x13600000136, 1, 0x2000000020","0"
"__hipPopCallConfiguration","12:29:49.689090","0.000938","2368218","0x7fc7b55ebdb8, 0x7fc7b55ebda8, 0x7fc7b55ebda0, 0x7fc7b55ebd98","0"
"hipLaunchKernel","12:29:49.690086","0.012432","2368218","0x7fcfbb7c5fc0, 0x80000000040, 1, 0x100000040","0"
"hipLaunchKernel","12:29:49.709615","0.000957","2368218","0x7fcfbb7c5fc8, 0x80000000040, 1, 0x100000040","0"
"__hipPushCallConfiguration","12:29:49.710663","0.000978","2368218","0x80000000040, 1, 0x100000040, 1","0"
"__hipPushCallConfiguration","12:29:49.794279","0.000877","2368223","0x13600000136, 1, 0x2000000020, 1","0"
"hipLaunchKernel","12:29:49.804444","0.001025","2368223","0x7fcfbb7d9280, 0x13600000136, 1, 0x2000000020","0"
"__hipPopCallConfiguration","12:29:49.851612","0.000864","2368223","0x7f8fa21e0a90, 0x7f8fa21e0ad8, 0x7f8fa21e0ad0, 0x7f8fa21e0ac8","0"
"__hipPushCallConfiguration","12:29:49.855497","0.000991","2368218","0x80000000040, 1, 0x100000040, 1","0"
"hipLaunchKernel","12:29:49.861525","0.001184","2368223","0x7fcfbb7d9280, 0x13600000136, 1, 0x2000000020","0"
"__hipPopCallConfiguration","12:29:49.877220","0.000909","2368223","0x7f8fa21e0a90, 0x7f8fa21e0ad8, 0x7f8fa21e0ad0, 0x7f8fa21e0ac8","0"
"__hipPushCallConfiguration","12:29:49.884323","0.029918","2368222","0x13600000136, 1, 0x2000000020, 1","0"
"hipLaunchKernel","12:29:49.916228","0.000922","2368222","0x7fcfbb7d9280, 0x13600000136, 1, 0x2000000020","0"
"__hipPushCallConfiguration","12:29:49.918078","0.000890","2368222","0x13600000136, 1, 0x2000000020, 1","0"
"__hipPopCallConfiguration","12:29:49.919020","0.000898","2368222","0x7f8fa29e1a90, 0x7f8fa29e1ad8, 0x7f8fa29e1ad0, 0x7f8fa29e1ac8","0"
"__hipPopCallConfiguration","12:29:49.935696","0.000915","2368222","0x7f8fa29e1a90, 0x7f8fa29e1ad8, 0x7f8fa29e1ad0, 0x7f8fa29e1ac8","0"
"hipLaunchKernel","12:29:49.942226","0.000896","2368222","0x7fcfbb7d9280, 0x13600000136, 1, 0x2000000020","0"
"__hipPushCallConfiguration","12:29:49.944006","0.000912","2368222","0x13600000136, 1, 0x2000000020, 1","0"
"__hipPopCallConfiguration","12:29:49.944970","0.000905","2368222","0x7f8fa29e1a90, 0x7f8fa29e1ad8, 0x7f8fa29e1ad0, 0x7f8fa29e1ac8","0"
"hipLaunchKernel","12:29:49.945919","0.000893","2368222","0x7fcfbb7d9280, 0x13600000136, 1, 0x2000000020","0"
"__hipPushCallConfiguration","12:29:49.947710","0.000869","2368222","0x13600000136, 1, 0x2000000020, 1","0"
"__hipPopCallConfiguration","12:29:49.948630","0.000903","2368222","0x7f8fa29e1a90, 0x7f8fa29e1ad8, 0x7f8fa29e1ad0, 0x7f8fa29e1ac8","0"
"hipLaunchKernel","12:29:49.949578","0.000891","2368222","0x7fcfbb7d9280, 0x13600000136, 1, 0x2000000020","0"
"__hipPushCallConfiguration","12:29:49.951371","0.000878","2368222","0x13600000136, 1, 0x2000000020, 1","0"
"__hipPopCallConfiguration","12:29:49.952299","0.000901","2368222","0x7f8fa29e1a90, 0x7f8fa29e1ad8, 0x7f8fa29e1ad0, 0x7f8fa29e1ac8","0"
"hipLaunchKernel","12:29:49.953247","0.000895","2368222","0x7fcfbb7d9280, 0x13600000136, 1, 0x2000000020","0"
"__hipPushCallConfiguration","12:29:49.955027","0.000894","2368222","0x13600000136, 1, 0x2000000020, 1","0"
"__hipPopCallConfiguration","12:29:49.955970","0.000893","2368222","0x7f8fa29e1a90, 0x7f8fa29e1ad8, 0x7f8fa29e1ad0, 0x7f8fa29e1ac8","0"
"hipLaunchKernel","12:29:49.956943","0.000890","2368222","0x7fcfbb7d9280, 0x13600000136, 1, 0x2000000020","0"
"__hipPushCallConfiguration","12:29:49.958717","0.000891","2368222","0x13600000136, 1, 0x2000000020, 1","0"
"__hipPopCallConfiguration","12:29:49.959658","0.000888","2368222","0x7f8fa29e1a90, 0x7f8fa29e1ad8, 0x7f8fa29e1ad0, 0x7f8fa29e1ac8","0"
"hipLaunchKernel","12:29:49.960588","0.000902","2368222","0x7fcfbb7d9280, 0x13600000136, 1, 0x2000000020","0"
"__hipPushCallConfiguration","12:29:49.962375","0.000885","2368222","0x13600000136, 1, 0x2000000020, 1","0"
"__hipPopCallConfiguration","12:29:49.963309","0.000887","2368222","0x7f8fa29e1a90, 0x7f8fa29e1ad8, 0x7f8fa29e1ad0, 0x7f8fa29e1ac8","0"
"hipLaunchKernel","12:29:49.964239","0.000901","2368222","0x7fcfbb7d9280, 0x13600000136, 1, 0x2000000020","0"
"__hipPushCallConfiguration","12:29:49.966270","0.000996","2368222","0x13600000136, 1, 0x2000000020, 1","0"
"__hipPopCallConfiguration","12:29:49.967367","0.000935","2368222","0x7f8fa29e1a90, 0x7f8fa29e1ad8, 0x7f8fa29e1ad0, 0x7f8fa29e1ac8","0"
"hipLaunchKernel","12:29:49.973832","0.000957","2368222","0x7fcfbb7d9280, 0x13600000136, 1, 0x2000000020","0"
"__hipPushCallConfiguration","12:29:49.975680","0.000897","2368222","0x13600000136, 1, 0x2000000020, 1","0"
"__hipPopCallConfiguration","12:29:49.976627","0.000910","2368222","0x7f8fa29e1a90, 0x7f8fa29e1ad8, 0x7f8fa29e1ad0, 0x7f8fa29e1ac8","0"
"hipLaunchKernel","12:29:49.977584","0.000890","2368222","0x7fcfbb7d9280, 0x13600000136, 1, 0x2000000020","0"
"__hipPushCallConfiguration","12:29:49.979358","0.000904","2368222","0x13600000136, 1, 0x2000000020, 1","0"
"__hipPopCallConfiguration","12:29:49.980314","0.000901","2368222","0x7f8fa29e1a90, 0x7f8fa29e1ad8, 0x7f8fa29e1ad0, 0x7f8fa29e1ac8","0"
"hipLaunchKernel","12:29:49.981261","0.000894","2368222","0x7fcfbb7d9280, 0x13600000136, 1, 0x2000000020","0"
"__hipPushCallConfiguration","12:29:49.983038","0.000890","2368222","0x13600000136, 1, 0x2000000020, 1","0"
"__hipPopCallConfiguration","12:29:49.983977","0.000903","2368222","0x7f8fa29e1a90, 0x7f8fa29e1ad8, 0x7f8fa29e1ad0, 0x7f8fa29e1ac8","0"
"hipLaunchKernel","12:29:49.984926","0.000895","2368222","0x7fcfbb7d9280, 0x13600000136, 1, 0x2000000020","0"
"__hipPushCallConfiguration","12:29:49.986708","0.000887","2368222","0x13600000136, 1, 0x2000000020, 1","0"
"__hipPopCallConfiguration","12:29:49.987645","0.000894","2368222","0x7f8fa29e1a90, 0x7f8fa29e1ad8, 0x7f8fa29e1ad0, 0x7f8fa29e1ac8","0"
"hipLaunchKernel","12:29:49.988583","0.000906","2368222","0x7fcfbb7d9280, 0x13600000136, 1, 0x2000000020","0"
"__hipPushCallConfiguration","12:29:49.990380","0.000905","2368222","0x13600000136, 1, 0x2000000020, 1","0"
"__hipPopCallConfiguration","12:29:49.991336","0.000900","2368222","0x7f8fa29e1a90, 0x7f8fa29e1ad8, 0x7f8fa29e1ad0, 0x7f8fa29e1ac8","0"
"hipLaunchKernel","12:29:49.992280","0.000902","2368222","0x7fcfbb7d9280, 0x13600000136, 1, 0x2000000020","0"
"__hipPushCallConfiguration","12:29:49.994090","0.000890","2368222","0x13600000136, 1, 0x2000000020, 1","0"
"__hipPopCallConfiguration","12:29:49.995034","0.000889","2368222","0x7f8fa29e1a90, 0x7f8fa29e1ad8, 0x7f8fa29e1ad0, 0x7f8fa29e1ac8","0"
"hipLaunchKernel","12:29:49.995967","0.000894","2368222","0x7fcfbb7d9280, 0x13600000136, 1, 0x2000000020","0"
"__hipPushCallConfiguration","12:29:49.997757","0.000897","2368222","0x13600000136, 1, 0x2000000020, 1","0"
"__hipPopCallConfiguration","12:29:49.998705","0.000890","2368222","0x7f8fa29e1a90, 0x7f8fa29e1ad8, 0x7f8fa29e1ad0, 0x7f8fa29e1ac8","0"
"hipLaunchKernel","12:29:49.999638","0.000888","2368222","0x7fcfbb7d9280, 0x13600000136, 1, 0x2000000020","0"
"__hipPushCallConfiguration","12:29:50.001421","0.000908","2368222","0x13600000136, 1, 0x2000000020, 1","0"
"__hipPopCallConfiguration","12:29:50.002394","0.000900","2368222","0x7f8fa29e1a90, 0x7f8fa29e1ad8, 0x7f8fa29e1ad0, 0x7f8fa29e1ac8","0"
"hipLaunchKernel","12:29:50.003338","0.000897","2368222","0x7fcfbb7d9280, 0x13600000136, 1, 0x2000000020","0"
"__hipPushCallConfiguration","12:29:50.010834","0.000854","2368222","0x13600000136, 1, 0x2000000020, 1","0"
"__hipPopCallConfiguration","12:29:50.011731","0.000935","2368222","0x7f8fa29e1a90, 0x7f8fa29e1ad8, 0x7f8fa29e1ad0, 0x7f8fa29e1ac8","0"
"hipLaunchKernel","12:29:50.012711","0.000919","2368222","0x7fcfbb7d9280, 0x13600000136, 1, 0x2000000020","0"
"__hipPushCallConfiguration","12:29:50.014131","0.000507","2368222","0x13600000136, 1, 0x2000000020, 1","0"
"__hipPopCallConfiguration","12:29:50.014680","0.000513","2368222","0x7f8fa29e1a90, 0x7f8fa29e1ad8, 0x7f8fa29e1ad0, 0x7f8fa29e1ac8","0"
"hipLaunchKernel","12:29:50.015230","0.000645","2368222","0x7fcfbb7d9280, 0x13600000136, 1, 0x2000000020","0"
"__hipPushCallConfiguration","12:29:50.016963","0.030220","2368222","0x13600000136, 1, 0x2000000020, 1","0"
"__hipPopCallConfiguration","12:29:50.047289","0.000561","2368222","0x7f8fa29e1a90, 0x7f8fa29e1ad8, 0x7f8fa29e1ad0, 0x7f8fa29e1ac8","0"
"hipLaunchKernel","12:29:50.047935","0.000585","2368222","0x7fcfbb7d9280, 0x13600000136, 1, 0x2000000020","0"
"__hipPushCallConfiguration","12:29:50.049018","0.000481","2368222","0x13600000136, 1, 0x2000000020, 1","0"
"__hipPopCallConfiguration","12:29:50.049538","0.000486","2368222","0x7f8fa29e1a90, 0x7f8fa29e1ad8, 0x7f8fa29e1ad0, 0x7f8fa29e1ac8","0"
"hipLaunchKernel","12:29:50.050062","0.000479","2368222","0x7fcfbb7d9280, 0x13600000136, 1, 0x2000000020","0"
"__hipPushCallConfiguration","12:29:50.051031","0.000479","2368222","0x13600000136, 1, 0x2000000020, 1","0"
"__hipPopCallConfiguration","12:29:50.051555","0.000486","2368222","0x7f8fa29e1a90, 0x7f8fa29e1ad8, 0x7f8fa29e1ad0, 0x7f8fa29e1ac8","0"
"hipLaunchKernel","12:29:50.052076","0.000482","2368222","0x7fcfbb7d9280, 0x13600000136, 1, 0x2000000020","0"
"__hipPushCallConfiguration","12:29:50.053054","0.000474","2368222","0x13600000136, 1, 0x2000000020, 1","0"
"__hipPopCallConfiguration","12:29:50.056506","0.000497","2368222","0x7f8fa29e1a90, 0x7f8fa29e1ad8, 0x7f8fa29e1ad0, 0x7f8fa29e1ac8","0"
"hipLaunchKernel","12:29:50.057040","0.000483","2368222","0x7fcfbb7d9280, 0x13600000136, 1, 0x2000000020","0"
"__hipPushCallConfiguration","12:29:50.062520","0.000510","2368222","0x13600000136, 1, 0x2000000020, 1","0"
"__hipPopCallConfiguration","12:29:50.063070","0.000547","2368222","0x7f8fa29e1a90, 0x7f8fa29e1ad8, 0x7f8fa29e1ad0, 0x7f8fa29e1ac8","0"
"hipLaunchKernel","12:29:50.063651","0.000524","2368222","0x7fcfbb7d9280, 0x13600000136, 1, 0x2000000020","0"
"__hipPushCallConfiguration","12:29:50.064800","0.000573","2368222","0x13600000136, 1, 0x2000000020, 1","0"
"__hipPopCallConfiguration","12:29:50.065432","0.000512","2368222","0x7f8fa29e1a90, 0x7f8fa29e1ad8, 0x7f8fa29e1ad0, 0x7f8fa29e1ac8","0"
"hipLaunchKernel","12:29:50.065979","0.004087","2368222","0x7fcfbb7d9280, 0x13600000136, 1, 0x2000000020","0"
"__hipPushCallConfiguration","12:29:50.071209","0.000924","2368222","0x13600000136, 1, 0x2000000020, 1","0"
"__hipPopCallConfiguration","12:29:50.072187","0.000936","2368222","0x7f8fa29e1a90, 0x7f8fa29e1ad8, 0x7f8fa29e1ad0, 0x7f8fa29e1ac8","0"
"hipLaunchKernel","12:29:50.073187","0.000892","2368222","0x7fcfbb7d9280, 0x13600000136, 1, 0x2000000020","0"
"__hipPushCallConfiguration","12:29:50.075004","0.000883","2368222","0x13600000136, 1, 0x2000000020, 1","0"
"__hipPopCallConfiguration","12:29:50.075941","0.000898","2368222","0x7f8fa29e1a90, 0x7f8fa29e1ad8, 0x7f8fa29e1ad0, 0x7f8fa29e1ac8","0"
"hipLaunchKernel","12:29:50.076912","0.000903","2368222","0x7fcfbb7d9280, 0x13600000136, 1, 0x2000000020","0"
"__hipPushCallConfiguration","12:29:50.100841","0.000729","2368222","0x13600000136, 1, 0x2000000020, 1","0"
"__hipPopCallConfiguration","12:29:50.101615","0.000511","2368222","0x7f8fa29e1a90, 0x7f8fa29e1ad8, 0x7f8fa29e1ad0, 0x7f8fa29e1ac8","0"
"hipLaunchKernel","12:29:50.102163","0.000499","2368222","0x7fcfbb7d9280, 0x13600000136, 1, 0x2000000020","0"
"__hipPushCallConfiguration","12:29:50.102697","0.000501","2368222","0x13600000136, 1, 0x2000000020, 1","0"
"__hipPopCallConfiguration","12:29:50.103236","0.000496","2368222","0x7f8fa29e1a90, 0x7f8fa29e1ad8, 0x7f8fa29e1ad0, 0x7f8fa29e1ac8","0"
"hipLaunchKernel","12:29:50.103770","0.002898","2368222","0x7fcfbb7d9280, 0x13600000136, 1, 0x2000000020","0"
"__hipPushCallConfiguration","12:29:50.121451","0.000520","2368223","0x13600000136, 1, 0x2000000020, 1","0"
"__hipPopCallConfiguration","12:29:50.122024","0.000515","2368223","0x7f8fa21e0a90, 0x7f8fa21e0ad8, 0x7f8fa21e0ad0, 0x7f8fa21e0ac8","0"
"hipLaunchKernel","12:29:50.374606","0.000896","2368223","0x7fcfbb7d9280, 0x13600000136, 1, 0x2000000020","0"
"__hipPushCallConfiguration","12:29:50.376477","0.000878","2368223","0x13600000136, 1, 0x2000000020, 1","0"
"__hipPopCallConfiguration","12:29:50.377428","0.000913","2368223","0x7f8fa21e0a90, 0x7f8fa21e0ad8, 0x7f8fa21e0ad0, 0x7f8fa21e0ac8","0"
"hipLaunchKernel","12:29:50.378388","0.000892","2368223","0x7fcfbb7d9280, 0x13600000136, 1, 0x2000000020","0"
"__hipPushCallConfiguration","12:29:50.380168","0.000871","2368223","0x13600000136, 1, 0x2000000020, 1","0"
"__hipPopCallConfiguration","12:29:50.381116","0.000918","2368223","0x7f8fa21e0a90, 0x7f8fa21e0ad8, 0x7f8fa21e0ad0, 0x7f8fa21e0ac8","0"
"hipLaunchKernel","12:29:50.382083","0.000876","2368223","0x7fcfbb7d9280, 0x13600000136, 1, 0x2000000020","0"
"__hipPushCallConfiguration","12:29:50.383862","0.000894","2368223","0x13600000136, 1, 0x2000000020, 1","0"
"__hipPopCallConfiguration","12:29:50.384807","0.000871","2368223","0x7f8fa21e0a90, 0x7f8fa21e0ad8, 0x7f8fa21e0ad0, 0x7f8fa21e0ac8","0"
"hipLaunchKernel","12:29:50.385729","0.000855","2368223","0x7fcfbb7d9280, 0x13600000136, 1, 0x2000000020","0"
"__hipPushCallConfiguration","12:29:50.387448","0.000856","2368223","0x13600000136, 1, 0x2000000020, 1","0"
"hipLaunchKernel","12:29:50.450467","0.000544","2368223","0x7fcfbb7d9280, 0x13600000136, 1, 0x2000000020","0"
"__hipPushCallConfiguration","12:29:50.464686","0.000995","2368223","0x13600000136, 1, 0x2000000020, 1","0"
"__hipPopCallConfiguration","12:29:50.465751","0.000624","2368223","0x7f8fa21e0a90, 0x7f8fa21e0ad8, 0x7f8fa21e0ad0, 0x7f8fa21e0ac8","0"
"hipLaunchKernel","12:29:50.466524","0.001088","2368223","0x7fcfbb7d9280, 0x13600000136, 1, 0x2000000020","0"
"__hipPushCallConfiguration","12:29:50.475729","0.001062","2368223","0x13600000136, 1, 0x2000000020, 1","0"
"__hipPopCallConfiguration","12:29:50.476842","0.001225","2368223","0x7f8fa21e0a90, 0x7f8fa21e0ad8, 0x7f8fa21e0ad0, 0x7f8fa21e0ac8","0"
"hipLaunchKernel","12:29:50.478125","0.001163","2368223","0x7fcfbb7d9280, 0x13600000136, 1, 0x2000000020","0"
"__hipPushCallConfiguration","12:29:50.480398","0.001081","2368223","0x13600000136, 1, 0x2000000020, 1","0"
"__hipPopCallConfiguration","12:29:50.481543","0.001098","2368223","0x7f8fa21e0a90, 0x7f8fa21e0ad8, 0x7f8fa21e0ad0, 0x7f8fa21e0ac8","0"
"hipLaunchKernel","12:29:50.482695","0.001109","2368223","0x7fcfbb7d9280, 0x13600000136, 1, 0x2000000020","0"
"__hipPushCallConfiguration","12:29:50.484921","0.001089","2368223","0x13600000136, 1, 0x2000000020, 1","0"
"__hipPopCallConfiguration","12:29:50.486077","0.001101","2368223","0x7f8fa21e0a90, 0x7f8fa21e0ad8, 0x7f8fa21e0ad0, 0x7f8fa21e0ac8","0"
"hipLaunchKernel","12:29:50.487231","0.001105","2368223","0x7fcfbb7d9280, 0x13600000136, 1, 0x2000000020","0"
"__hipPushCallConfiguration","12:29:50.489557","0.001132","2368223","0x13600000136, 1, 0x2000000020, 1","0"
