cache_capacity	256 KiB	read_gbps	1742.421255	GB/s	
cache_capacity	1 MiB	read_gbps	6747.624069	GB/s	
cache_capacity	4 MiB	read_gbps	23809.275598	GB/s	
cache_capacity	8 MiB	read_gbps	28859.568056	GB/s	
cache_capacity	12 MiB	read_gbps	31018.945401	GB/s	
cache_capacity	16 MiB	read_gbps	12122.693636	GB/s	
cache_capacity	24 MiB	read_gbps	11366.692648	GB/s	
cache_capacity	32 MiB	read_gbps	11329.109439	GB/s	
cache_capacity	48 MiB	read_gbps	11611.223484	GB/s	
cache_capacity	64 MiB	read_gbps	11533.240608	GB/s	
cache_capacity	80 MiB	read_gbps	11498.084373	GB/s	
cache_capacity	96 MiB	read_gbps	11437.741818	GB/s	
cache_capacity	128 MiB	read_gbps	8047.214811	GB/s	
cache_capacity	192 MiB	read_gbps	4936.751110	GB/s	
cache_capacity	256 MiB	read_gbps	4492.951333	GB/s	
cache_capacity	512 MiB	read_gbps	4378.812768	GB/s	
cache_capacity	1024 MiB	read_gbps	4357.103988	GB/s	
cache_capacity	capacity	footprint_mib	128.000000	MiB	
cache_capacity	plateau	read_gbps	11498.084373	GB/s	
cache_capacity	hbm_floor	read_gbps	4357.103988	GB/s	
residency	32 KiB	cold_ns_per_hop	334.017590	ns	
residency	32 KiB	warm_ns_per_hop	333.626958	ns	
residency	32 KiB	same_dispatch_ns_per_hop	155.741698	ns	
residency	128 KiB	cold_ns_per_hop	375.602540	ns	
residency	128 KiB	warm_ns_per_hop	377.480465	ns	
residency	128 KiB	same_dispatch_ns_per_hop	275.452388	ns	
residency	512 KiB	cold_ns_per_hop	410.665147	ns	
residency	512 KiB	warm_ns_per_hop	405.858038	ns	
residency	512 KiB	same_dispatch_ns_per_hop	317.391561	ns	
residency	1 MiB	cold_ns_per_hop	413.833855	ns	
residency	1 MiB	warm_ns_per_hop	413.816713	ns	
residency	1 MiB	same_dispatch_ns_per_hop	326.174253	ns	
residency	2 MiB	cold_ns_per_hop	487.166929	ns	
residency	2 MiB	warm_ns_per_hop	485.710812	ns	
residency	2 MiB	same_dispatch_ns_per_hop	347.345209	ns	
residency	4 MiB	cold_ns_per_hop	593.849039	ns	
residency	4 MiB	warm_ns_per_hop	595.355320	ns	
residency	4 MiB	same_dispatch_ns_per_hop	402.729797	ns	
residency	8 MiB	cold_ns_per_hop	676.366854	ns	
residency	8 MiB	warm_ns_per_hop	672.841549	ns	
residency	8 MiB	same_dispatch_ns_per_hop	490.097904	ns	
residency	16 MiB	cold_ns_per_hop	715.890217	ns	
residency	16 MiB	warm_ns_per_hop	719.501543	ns	
residency	16 MiB	same_dispatch_ns_per_hop	596.887112	ns	
residency	32 MiB	cold_ns_per_hop	742.251682	ns	
residency	32 MiB	warm_ns_per_hop	738.902664	ns	
residency	32 MiB	same_dispatch_ns_per_hop	676.462507	ns	
residency	64 MiB	cold_ns_per_hop	757.454491	ns	
residency	64 MiB	warm_ns_per_hop	753.508615	ns	
residency	64 MiB	same_dispatch_ns_per_hop	718.663788	ns	
residency	96 MiB	cold_ns_per_hop	758.415937	ns	
residency	96 MiB	warm_ns_per_hop	762.860584	ns	
residency	96 MiB	same_dispatch_ns_per_hop	734.662819	ns	
residency	256 MiB	cold_ns_per_hop	763.351345	ns	
residency	256 MiB	warm_ns_per_hop	764.853621	ns	
residency	256 MiB	same_dispatch_ns_per_hop	759.485531	ns	
residency	-	max_cold_warm_ratio	1.011844	x	
flush_sensitivity	chase	cold_ns_per_hop	745.492601	ns	flush_mib=128
flush_sensitivity	plain-128	copy_ms	0.079480	ms	flush_mib=128
flush_sensitivity	nt-store-128	delta_pct	-3.929819	pct	flush_mib=128
flush_sensitivity	chase	cold_ns_per_hop	745.584679	ns	flush_mib=256
flush_sensitivity	plain-128	copy_ms	0.079199	ms	flush_mib=256
flush_sensitivity	nt-store-128	delta_pct	-3.834969	pct	flush_mib=256
flush_sensitivity	chase	cold_ns_per_hop	745.732927	ns	flush_mib=512
flush_sensitivity	plain-128	copy_ms	0.079039	ms	flush_mib=512
flush_sensitivity	nt-store-128	delta_pct	-3.297914	pct	flush_mib=512
flush_sensitivity	chase	cold_ns_per_hop	745.598745	ns	flush_mib=1024
flush_sensitivity	plain-128	copy_ms	0.079359	ms	flush_mib=1024
flush_sensitivity	nt-store-128	delta_pct	-3.017230	pct	flush_mib=1024
flush_sensitivity	chase	cold_ns_per_hop	745.915270	ns	flush_mib=2048
flush_sensitivity	plain-128	copy_ms	0.078958	ms	flush_mib=2048
flush_sensitivity	nt-store-128	delta_pct	-3.340116	pct	flush_mib=2048
flush_sensitivity	-	smallest_adequate_mib	128.000000	MiB	
flush_sensitivity	-	cold_latency_spread_pct	0.056697	pct	
buffers	src_dst_delta	bytes	1075838976.000000	B	
