function_id,function_name,pid,tid,start_timestamp_ns,end_timestamp_ns,duration_ns,arg_count,arg0_name,arg0_value,arg1_name,arg1_value,arg2_name,arg2_value,arg3_name,arg3_value,arg4_name,arg4_value,arg5_name,arg5_value,arg6_name,arg6_value,arg7_name,arg7_value,return_value
136,hipStreamSynchronize,3773181,3773194,883225777136365,883225778317787,1181422,1,stream,0x7f9afc0010b0,,,,,,,,,,,,,,,0x0
355,hipLaunchKernel,3773181,3773194,883225778355153,883225778444074,88921,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
481,hipGetLastError,3773181,3773194,883225778481881,883225778522981,41100,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
559,hipLaunchKernel,3773181,3773194,883225778559746,883225778653295,93549,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
691,hipGetLastError,3773181,3773194,883225778691071,883225778727996,36925,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
765,hipLaunchKernel,3773181,3773194,883225778765231,883225778854253,89022,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
891,hipGetLastError,3773181,3773194,883225778891268,883225778931567,40299,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
969,hipLaunchKernel,3773181,3773194,883225778968933,883225779055982,87049,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
93,hipGetLastError,3773181,3773194,883225779093658,883225779132666,39008,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
169,hipLaunchKernel,3773181,3773194,883225779169160,883225779259784,90624,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
297,hipGetLastError,3773181,3773194,883225779297150,883225779336698,39548,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
373,hipLaunchKernel,3773181,3773194,883225779373513,883225779463336,89823,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
501,hipGetLastError,3773181,3773194,883225779501022,883225779537937,36915,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
575,hipLaunchKernel,3773181,3773194,883225779575122,883225779665706,90584,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
702,hipGetLastError,3773181,3773194,883225779702511,883225779742700,40189,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
780,hipLaunchKernel,3773181,3773194,883225779780426,883225779870550,90124,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
907,hipGetLastError,3773181,3773194,883225779907204,883225779946793,39589,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
984,hipLaunchKernel,3773181,3773194,883225779984159,883225780084988,100829,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
122,hipGetLastError,3773181,3773194,883225780122474,883225780157986,35512,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
194,hipLaunchKernel,3773181,3773194,883225780194440,883225780285055,90615,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
322,hipGetLastError,3773181,3773194,883225780322240,883225780362109,39869,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
398,hipStreamSynchronize,3773181,3773194,883225780398042,883225781645002,1246960,1,stream,0x7f9afc0010b0,,,,,,,,,,,,,,,0x0
685,hipLaunchKernel,3773181,3773194,883225781685602,883225781779391,93789,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
817,hipGetLastError,3773181,3773194,883225781817197,883225781857998,40801,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
895,hipLaunchKernel,3773181,3773194,883225781895163,883225781986077,90914,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
23,hipGetLastError,3773181,3773194,883225782023072,883225782063783,40711,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
100,hipLaunchKernel,3773181,3773194,883225782100627,883225782189289,88662,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
226,hipGetLastError,3773181,3773194,883225782226534,883225782265752,39218,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
302,hipLaunchKernel,3773181,3773194,883225782301996,883225782390447,88451,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
426,hipGetLastError,3773181,3773194,883225782426761,883225782465689,38928,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
501,hipLaunchKernel,3773181,3773194,883225782501372,883225782591135,89763,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
628,hipGetLastError,3773181,3773194,883225782628039,883225782667298,39259,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
703,hipLaunchKernel,3773181,3773194,883225782703682,883225782791953,88271,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
829,hipGetLastError,3773181,3773194,883225782829228,883225782869327,40099,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
