function_id,function_name,pid,tid,start_timestamp_ns,end_timestamp_ns,duration_ns,arg_count,arg0_name,arg0_value,arg1_name,arg1_value,arg2_name,arg2_value,arg3_name,arg3_value,arg4_name,arg4_value,arg5_name,arg5_value,arg6_name,arg6_value,arg7_name,arg7_value,return_value
864,hipGetLastError,3773181,3773194,883225863864650,883225863902746,38096,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
939,hipLaunchKernel,3773181,3773194,883225863939240,883225864038017,98777,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
74,hipGetLastError,3773181,3773194,883225864074761,883225864103584,28823,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
139,hipStreamSynchronize,3773181,3773194,883225864139558,883225865491963,1352405,1,stream,0x7f9afc0010b0,,,,,,,,,,,,,,,0x0
532,hipLaunchKernel,3773181,3773194,883225865532323,883225865622927,90604,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
661,hipGetLastError,3773181,3773194,883225865661254,883225865702976,41722,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
739,hipLaunchKernel,3773181,3773194,883225865739831,883225865832058,92227,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
869,hipGetLastError,3773181,3773194,883225865869413,883225865909633,40220,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
946,hipLaunchKernel,3773181,3773194,883225865946748,883225866033857,87109,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
71,hipGetLastError,3773181,3773194,883225866071342,883225866111191,39849,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
147,hipLaunchKernel,3773181,3773194,883225866147555,883225866236587,89032,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
273,hipGetLastError,3773181,3773194,883225866273592,883225866313391,39799,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
349,hipLaunchKernel,3773181,3773194,883225866349685,883225866440119,90434,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
477,hipGetLastError,3773181,3773194,883225866477154,883225866515291,38137,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
552,hipLaunchKernel,3773181,3773194,883225866552145,883225866639956,87811,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
676,hipGetLastError,3773181,3773194,883225866676500,883225866716559,40059,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
753,hipLaunchKernel,3773181,3773194,883225866753294,883225866839081,85787,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
876,hipGetLastError,3773181,3773194,883225866876727,883225866916916,40189,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
952,hipLaunchKernel,3773181,3773194,883225866952499,883225867043554,91055,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
80,hipGetLastError,3773181,3773194,883225867080859,883225867121089,40230,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
158,hipLaunchKernel,3773181,3773194,883225867158194,883225867247186,88992,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
284,hipGetLastError,3773181,3773194,883225867284481,883225867321647,37166,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
357,hipLaunchKernel,3773181,3773194,883225867357690,883225867449646,91956,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
847,hipLaunchKernel,3773181,3773194,883225799847667,883225867456216,67608549,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
486,hipGetLastError,3773181,3773194,883225867486872,883225867504097,17225,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
321,hipMallocAsync,3773181,3773188,883225828321056,883225867553741,39232685,3,arg,0x7f9b44001158,arg,0x2000000,arg,0x7f9b44c7ffb0,,,,,,,,,,,0x0
64,hipStreamSynchronize,3773181,3773193,883225828064105,883225867595873,39531768,1,stream,0x7f9b04002700,,,,,,,,,,,,,,,0x0
668,hipLaunchKernel,3773181,3773193,883225867668281,883225867856390,188109,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
897,hipGetLastError,3773181,3773193,883225867897050,883225867947585,50535,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
990,hipLaunchKernel,3773181,3773193,883225867990569,883225868103977,113408,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
144,hipGetLastError,3773181,3773193,883225868144537,883225868187190,42653,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
226,hipLaunchKernel,3773181,3773193,883225868226799,883225868320728,93929,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
360,hipGetLastError,3773181,3773193,883225868360047,883225868398994,38947,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
438,hipLaunchKernel,3773181,3773193,883225868438413,883225868533804,95391,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
573,hipGetLastError,3773181,3773193,883225868573153,883225868615646,42493,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
654,hipLaunchKernel,3773181,3773193,883225868654123,883225868750576,96453,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
789,hipGetLastError,3773181,3773193,883225868789313,883225868830404,41091,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
545,hipStreamSynchronize,3773181,3773194,883225867545749,883225868840599,1294850,1,stream,0x7f9afc0010b0,,,,,,,,,,,,,,,0x0
866,hipLaunchKernel,3773181,3773194,883225868866277,883225868941479,75202,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
862,hipLaunchKernel,3773181,3773193,883225868862562,883225868941629,79067,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
968,hipGetLastError,3773181,3773193,883225868968589,883225868986676,18087,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
972,hipGetLastError,3773181,3773194,883225868972074,883225868989090,17016,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
2,hipLaunchKernel,3773181,3773194,883225869002780,883225869149177,146397,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
6,hipLaunchKernel,3773181,3773193,883225869006415,883225869150890,144475,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
178,hipGetLastError,3773181,3773194,883225869178250,883225869200123,21873,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
177,hipGetLastError,3773181,3773193,883225869177819,883225869200313,22494,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
217,hipLaunchKernel,3773181,3773194,883225869217468,883225869337226,119758,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
215,hipLaunchKernel,3773181,3773193,883225869215245,883225869343065,127820,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
368,hipGetLastError,3773181,3773193,883225869368312,883225869387901,19589,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
370,hipGetLastError,3773181,3773194,883225869370605,883225869388422,17817,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
403,hipLaunchKernel,3773181,3773194,883225869403554,883225869532075,128521,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
407,hipLaunchKernel,3773181,3773193,883225869407110,883225869537333,130223,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
561,hipGetLastError,3773181,3773194,883225869561368,883225869580537,19169,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
564,hipGetLastError,3773181,3773193,883225869564082,883225869582710,18628,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
598,hipLaunchKernel,3773181,3773194,883225869598674,883225869726613,127939,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
601,hipLaunchKernel,3773181,3773193,883225869601087,883225869732011,130924,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
758,hipGetLastError,3773181,3773194,883225869758030,883225869776467,18437,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
761,hipGetLastError,3773181,3773193,883225869761305,883225869781375,20070,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
794,hipLaunchKernel,3773181,3773194,883225869794334,883225869876085,81751,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
914,hipGetLastError,3773181,3773194,883225869914622,883225869952148,37526,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
989,hipLaunchKernel,3773181,3773194,883225869989744,883225870080088,90344,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
116,hipGetLastError,3773181,3773194,883225870115941,883225870153617,37676,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
191,hipLaunchKernel,3773181,3773194,883225870191072,883225870280144,89072,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
316,hipGetLastError,3773181,3773194,883225870316719,883225870356407,39688,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
393,hipLaunchKernel,3773181,3773194,883225870393583,883225870483015,89432,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
520,hipGetLastError,3773181,3773194,883225870520250,883225870560660,40410,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
597,hipLaunchKernel,3773181,3773194,883225870597725,883225870689081,91356,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
725,hipGetLastError,3773181,3773194,883225870725805,883225870764903,39098,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
801,hipStreamSynchronize,3773181,3773194,883225870801508,883225872123118,1321610,1,stream,0x7f9afc0010b0,,,,,,,,,,,,,,,0x0
162,hipLaunchKernel,3773181,3773194,883225872162336,883225872253030,90694,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
290,hipGetLastError,3773181,3773194,883225872290005,883225872328913,38908,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
366,hipLaunchKernel,3773181,3773194,883225872366338,883225872457333,90995,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
495,hipGetLastError,3773181,3773194,883225872495190,883225872534177,38987,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
571,hipLaunchKernel,3773181,3773194,883225872571002,883225872661066,90064,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
698,hipGetLastError,3773181,3773194,883225872698441,883225872735656,37215,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
772,hipLaunchKernel,3773181,3773194,883225872772761,883225872861493,88732,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
898,hipGetLastError,3773181,3773194,883225872897927,883225872938156,40229,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
974,hipLaunchKernel,3773181,3773194,883225872974480,883225873063352,88872,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
100,hipGetLastError,3773181,3773194,883225873100567,883225873140436,39869,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
177,hipLaunchKernel,3773181,3773194,883225873177181,883225873267254,90073,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
304,hipGetLastError,3773181,3773194,883225873304670,883225873341725,37055,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
378,hipLaunchKernel,3773181,3773194,883225873378289,883225873468192,89903,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
505,hipGetLastError,3773181,3773194,883225873505608,883225873545247,39639,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
582,hipLaunchKernel,3773181,3773194,883225873582342,883225873671945,89603,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
709,hipGetLastError,3773181,3773194,883225873709230,883225873749319,40089,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
786,hipLaunchKernel,3773181,3773194,883225873786424,883225873874235,87811,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
911,hipGetLastError,3773181,3773194,883225873911250,883225873951409,40159,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
988,hipLaunchKernel,3773181,3773194,883225873988114,883225874078798,90684,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
116,hipGetLastError,3773181,3773194,883225874116514,883225874153459,36945,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
190,hipStreamSynchronize,3773181,3773194,883225874190223,883225875415600,1225377,1,stream,0x7f9afc0010b0,,,,,,,,,,,,,,,0x0
453,hipLaunchKernel,3773181,3773194,883225875453477,883225875546875,93398,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
584,hipGetLastError,3773181,3773194,883225875584100,883225875624170,40070,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
661,hipLaunchKernel,3773181,3773194,883225875661375,883225875752750,91375,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
790,hipGetLastError,3773181,3773194,883225875789926,883225875829454,39528,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
866,hipLaunchKernel,3773181,3773194,883225875866239,883225875956232,89993,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
993,hipGetLastError,3773181,3773194,883225875993147,883225876039606,46459,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
76,hipLaunchKernel,3773181,3773194,883225876076220,883225876164441,88221,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
202,hipGetLastError,3773181,3773194,883225876202548,883225876242727,40179,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
279,hipLaunchKernel,3773181,3773194,883225876279532,883225876368444,88912,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
405,hipGetLastError,3773181,3773194,883225876405108,883225876444917,39809,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
482,hipLaunchKernel,3773181,3773194,883225876482603,883225876572026,89423,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
608,hipGetLastError,3773181,3773194,883225876608460,883225876642280,33820,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
679,hipLaunchKernel,3773181,3773194,883225876679335,883225876769679,90344,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
807,hipGetLastError,3773181,3773194,883225876807335,883225876847384,40049,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
884,hipLaunchKernel,3773181,3773194,883225876884169,883225876974482,90313,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
11,hipGetLastError,3773181,3773194,883225877011668,883225877051166,39498,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
88,hipLaunchKernel,3773181,3773194,883225877088421,883225877177904,89483,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
215,hipGetLastError,3773181,3773194,883225877215039,883225877251433,36394,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
288,hipLaunchKernel,3773181,3773194,883225877287957,883225877378552,90595,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
415,hipGetLastError,3773181,3773194,883225877415286,883225877453042,37756,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
489,hipStreamSynchronize,3773181,3773194,883225877489797,883225878678880,1189083,1,stream,0x7f9afc0010b0,,,,,,,,,,,,,,,0x0
717,hipLaunchKernel,3773181,3773194,883225878717247,883225878800180,82933,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
838,hipGetLastError,3773181,3773194,883225878837976,883225878876844,38868,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
913,hipLaunchKernel,3773181,3773194,883225878913799,883225879005765,91966,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
43,hipGetLastError,3773181,3773194,883225879043211,883225879080967,37756,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
117,hipLaunchKernel,3773181,3773194,883225879117651,883225879206303,88652,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
243,hipGetLastError,3773181,3773194,883225879243287,883225879283116,39829,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
319,hipLaunchKernel,3773181,3773194,883225879319310,883225879409714,90404,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
447,hipGetLastError,3773181,3773194,883225879447050,883225879484275,37225,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
521,hipLaunchKernel,3773181,3773194,883225879520939,883225879610101,89162,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
647,hipGetLastError,3773181,3773194,883225879647307,883225879686805,39498,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
723,hipLaunchKernel,3773181,3773194,883225879723269,883225879812482,89213,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
849,hipGetLastError,3773181,3773194,883225879849707,883225879886772,37065,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
923,hipLaunchKernel,3773181,3773194,883225879923476,883225880020761,97285,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
58,hipGetLastError,3773181,3773194,883225880058036,883225880090734,32698,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
127,hipLaunchKernel,3773181,3773194,883225880127519,883225880216371,88852,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
252,hipGetLastError,3773181,3773194,883225880252765,883225880293245,40480,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
330,hipLaunchKernel,3773181,3773194,883225880330360,883225880416658,86298,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
454,hipGetLastError,3773181,3773194,883225880454724,883225880494062,39338,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
531,hipLaunchKernel,3773181,3773194,883225880531067,883225880619929,88862,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
657,hipGetLastError,3773181,3773194,883225880657094,883225880697514,40420,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
733,hipStreamSynchronize,3773181,3773194,883225880733508,883225881933677,1200169,1,stream,0x7f9afc0010b0,,,,,,,,,,,,,,,0x0
971,hipLaunchKernel,3773181,3773194,883225881971443,883225882063480,92037,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
101,hipGetLastError,3773181,3773194,883225882101817,883225882141846,40029,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
178,hipLaunchKernel,3773181,3773194,883225882178681,883225882270847,92166,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
308,hipGetLastError,3773181,3773194,883225882307993,883225882344787,36794,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
381,hipLaunchKernel,3773181,3773194,883225882381762,883225882471044,89282,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
508,hipGetLastError,3773181,3773194,883225882507939,883225882548179,40240,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
584,hipLaunchKernel,3773181,3773194,883225882584783,883225882672343,87560,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
709,hipGetLastError,3773181,3773194,883225882709618,883225882747264,37646,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
784,hipLaunchKernel,3773181,3773194,883225882784689,883225882871098,86409,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
907,hipGetLastError,3773181,3773194,883225882907862,883225882944456,36594,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
982,hipLaunchKernel,3773181,3773194,883225882981932,883225883072056,90124,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
109,hipGetLastError,3773181,3773194,883225883109171,883225883148559,39388,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
185,hipLaunchKernel,3773181,3773194,883225883185263,883225883275277,90014,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
311,hipGetLastError,3773181,3773194,883225883311501,883225883348966,37465,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
385,hipLaunchKernel,3773181,3773194,883225883385480,883225883475604,90124,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
513,hipGetLastError,3773181,3773194,883225883513540,883225883553039,39499,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
590,hipLaunchKernel,3773181,3773194,883225883590214,883225883679366,89152,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
716,hipGetLastError,3773181,3773194,883225883716521,883225883756250,39729,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
793,hipLaunchKernel,3773181,3773194,883225883793726,883225883883259,89533,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
919,hipGetLastError,3773181,3773194,883225883919863,883225883954955,35092,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
991,hipStreamSynchronize,3773181,3773194,883225883991319,883225885190457,1199138,1,stream,0x7f9afc0010b0,,,,,,,,,,,,,,,0x0
229,hipLaunchKernel,3773181,3773194,883225885229716,883225885321101,91385,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
358,hipGetLastError,3773181,3773194,883225885358787,883225885395732,36945,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
432,hipLaunchKernel,3773181,3773194,883225885432576,883225885523371,90795,6,func,0x7fdb6b608280,gridDim,0x13600000136,blockDim,0x1,args,0x2000000020,sharedMemBytes,0x1,unknown,0x0,,,,,0x0
559,hipGetLastError,3773181,3773194,883225885559905,883225885600095,40190,1,none,0x7fdb6a13fe40,,,,,,,,,,,,,,,0x0
